PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2022-02-22,17:03:04.47,1,1,"Brown, Garrett",1000056488,Right,GEO_BUL,"Hester, Nolen",1000052447,Left,WOF_TER,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.22877,-3.151927,-1.471795,,199.244298,12:45,7.05525,1.33381,5.21103,-16.80418,17.03119,5.55764,2.68691,0.41259,84.2414,-6.292221,-0.486875,0.418656,,,,,,,,,,,,-3.13977,9.67095,-1.20185,50,6.75114,3.15774,-133.55217,-7.92915,-5.67172,28.7138,-14.70426,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,35e8b330-942b-11ec-9a8c-6ffeaca923b6,90.03207,,,7.98737,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:03:04.47,2022-02-22T17:03:04.4730248-05:00,2022-02-22T22:03:04.4730248Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,5d8e3609-acb1-4c6e-b19b-32fcc23aab5a,55.28465,-134.68358,14.3569,7.05216,-7.34976,-7.35213,-1.33068,3.38122,-2.83586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2022-02-22,17:03:21.78,1,2,"Brown, Garrett",1000056488,Right,GEO_BUL,"Hester, Nolen",1000052447,Left,WOF_TER,Undefined,1,Top,0,0,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.65635,-1.803664,-1.827598,2146.901805,239.019154,2:00,6.93653,1.31998,5.28465,-27.93403,10.07004,14.80056,2.91345,0.83649,79.61252,-6.928772,0.800779,0.443697,,,,,,,,,,,,-7.87378,5.89614,-1.16443,50,6.75172,3.35361,-125.71497,-4.97068,-12.63904,24.76113,-22.70955,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,403cbe30-942b-11ec-9a8c-6ffeaca923b6,84.95084,,,7.04384,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:03:21.78,2022-02-22T17:03:21.7841544-05:00,2022-02-22T22:03:21.7841544Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,ad02e046-90e7-4dcc-ab1d-ddf2c8894ade,55.21486,-126.73794,12.38056,6.9377,-4.03246,-11.35478,-1.31376,3.87577,-6.31952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2022-02-22,17:03:35.26,1,3,"Brown, Garrett",1000056488,Right,GEO_BUL,"Hester, Nolen",1000052447,Left,WOF_TER,Undefined,1,Top,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.37314,-2.81789,-0.352369,2009.009531,238.018251,2:00,6.96734,1.25186,5.03084,-29.25159,10.54166,14.78237,1.86875,2.15126,78.20208,-8.147939,2.262801,0.454021,,,,,,,,,,,,-7.39107,6.44327,-1.23039,50,6.67473,0.09095,-123.68353,-7.16626,-11.41517,25.35071,-22.22269,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,4849e670-942b-11ec-9a8c-6ffeaca923b6,83.01913,,,7.17106,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:03:35.26,2022-02-22T17:03:35.2670088-05:00,2022-02-22T22:03:35.2670088Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,5fb27b00-0fcb-4618-b78d-fdd0fd721ad8,55.46729,-124.7991,12.67535,6.96856,-6.18834,-11.11135,-1.24545,0.59328,-5.70759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2022-02-22,17:03:50.20,1,4,"Brown, Garrett",1000056488,Right,GEO_BUL,"Hester, Nolen",1000052447,Left,WOF_TER,Undefined,1,Top,0,1,2,Curveball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,86.96024,-4.154662,-1.745463,2102.846917,216.023164,1:15,6.91074,1.32884,5.08688,-22.67753,15.80883,10.53134,1.09627,0.56076,79.36622,-8.329427,0.117916,0.446503,75.60122,-4.258796,24.56867,,,,,17.42454,,20.180649,0.142856,-5.77681,9.47788,-1.17244,50,6.49953,3.36133,-125.7445,-9.9351,-9.19861,26.80117,-17.08209,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,513bc960-942b-11ec-9a8c-6ffeaca923b6,84.41692,1.17752,,7.59403,,,,1.97391,1.17752,-0.56345,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:03:50.20,2022-02-22T17:03:50.2093704-05:00,2022-02-22T22:03:50.2093704Z,GroundBall,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,cf663672-df26-42a4-962b-42be999bb04f,55.41239,-126.89285,13.40059,6.90954,-9.20318,-8.54105,-1.32491,3.75546,-4.5993,,1.97154,100.66735,,,,,,,,1.17771,-8.24268,,,,,,,,-0.56454,46.02254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
5,2022-02-22,17:04:24.55,2,1,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.66844,-2.618746,-1.9707,2225.645436,201.649816,12:45,7.08264,1.28914,5.37133,-13.76587,18.92233,7.07327,3.47702,0.03015,85.17594,-5.23892,-0.714336,0.411497,75.03845,43.545299,147.231393,5192.604925,,,,,,,,-4.1276,10.59083,-1.11763,50,6.83831,4.33513,-135.70652,-6.64529,-7.66344,30.91816,-12.51077,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,65b4e020-942b-11ec-9a8c-6ffeaca923b6,91.59828,38.19151,,8.49249,,,,0.35705,3.31249,-0.05246,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:04:24.55,2022-02-22T17:04:24.5541768-05:00,2022-02-22T22:04:24.5541768Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,64d16d35-af5c-4690-910b-c4d8e1f70323,55.1274,-136.86972,15.45908,7.07947,-6.17461,-6.25539,-1.28615,4.62344,-3.83172,314.256382,0.35705,-67.0773,1.17658,1.51294,-2.44847,8.65898,-17.92055,18.5382,-7.65183,3.31249,75.82084,-29.97011,4.05862,-1.46763,2.94072,-5.68179,5.72292,-2.32412,-0.05246,43.17654,-13.64171,4.10434,-3.32491,10.67905,-21.84377,22.44919,-9.22717,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
6,2022-02-22,17:04:44.10,2,2,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.37936,-4.762744,-4.096451,2189.816872,202.36778,12:45,6.9215,1.4647,5.59746,-14.3756,18.41316,7.12437,1.25516,-1.77273,85.29469,-7.477471,-2.829763,0.41213,,,,,,,,,,,,-4.73666,10.9741,-1.11768,50,6.50217,9.32236,-134.77687,-11.69906,-8.70607,29.4934,-12.00346,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,714bf270-942b-11ec-9a8c-6ffeaca923b6,91.45775,,,8.08467,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:04:44.10,2022-02-22T17:04:44.1093000-05:00,2022-02-22T22:04:44.1093000Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,1c38e980-b266-4616-8625-71c5e8e0c2c9,54.90071,-135.84507,14.7467,6.91801,-11.26432,-6.00173,-1.46103,9.63768,-4.35303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2022-02-22,17:04:58.28,2,3,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.06479,-4.713852,-1.896342,2305.345458,218.747595,1:15,7.04779,1.27462,5.36789,-17.18568,15.24194,11.37772,1.1833,0.44402,86.13925,-7.904228,0.12639,0.409854,,,,,,,,,,,,-6.2515,9.29359,-1.11285,50,6.61185,3.9688,-136.04479,-11.83098,-11.71513,29.87136,-14.75815,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,79cbd9b0-942b-11ec-9a8c-6ffeaca923b6,91.96558,,,7.92555,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:04:58.28,2022-02-22T17:04:58.2880648-05:00,2022-02-22T22:04:58.2880648Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,13499340-4b4a-466b-ba4e-4bfef141cba8,55.13188,-137.16698,14.93568,7.0459,-11.27656,-7.37907,-1.27022,4.4089,-5.85757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2022-02-22,17:05:13.17,2,4,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.17458,-2.878347,-2.402364,2167.821291,196.558424,12:30,7.00679,1.21611,5.32249,-18.888,14.78367,4.07579,2.72699,-0.70003,84.42166,-6.386783,-1.679185,0.417641,,,,,,,,,,,,-2.69894,8.52441,-1.00162,50,6.73252,5.41187,-133.5351,-7.38983,-4.88084,28.33854,-16.75826,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,82a4dd70-942b-11ec-9a8c-6ffeaca923b6,90.25071,,,7.75292,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:05:13.17,2022-02-22T17:05:13.1754376-05:00,2022-02-22T22:05:13.1754376Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,69cb3bd4-5564-4179-b04d-41e6cde86d18,55.17636,-134.62913,14.16927,7.00533,-6.74286,-8.37913,-1.21418,5.6003,-2.44042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2022-02-22,17:05:28.46,2,5,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.39373,-4.200119,-3.215568,2060.755792,199.011898,12:45,7.03787,1.22903,5.54878,-15.74942,17.00804,5.48288,1.78721,-1.32214,85.27241,-7.159067,-2.239862,0.411933,,,,,,,,,,,,-3.67941,10.11516,-0.95413,50,6.66294,7.33189,-135.0165,-10.44231,-6.77859,29.93433,-13.53882,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,8bc60dc0-942b-11ec-9a8c-6ffeaca923b6,91.5014,,,8.12132,,,,,,,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:05:28.46,2022-02-22T17:05:28.4676488-05:00,2022-02-22T22:05:28.4676488Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,276bfc14-991c-4016-b0fa-ad3e2050c226,54.94978,-136.10949,14.96716,7.0352,-9.94797,-6.76941,-1.22636,7.5794,-3.38929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2022-02-22,17:05:44.60,2,6,"Brown, Garrett",1000056488,Right,GEO_BUL,"Renwick, Jack",1000075397,Right,WOF_TER,Undefined,1,Top,1,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,92.32229,-4.099945,-2.184832,2143.445551,189.302916,12:15,6.99644,1.24241,5.19376,-14.29355,19.66962,3.03303,1.93914,-0.56107,84.1366,-6.795104,-1.64803,0.419446,89.78672,18.516787,17.064439,3250.508776,103.01086,30.98015,38.58427,292.64441,,26.487886,3.422221,-2.14819,11.35075,-1.0421,50,6.6051,4.95058,-133.50957,-10.04125,-3.86363,29.69702,-11.75929,GEO_BUL,WOF_TER,UGeorgia,D1,SEC,20220222-UGeorgia-1,9569b480-942b-11ec-9a8c-6ffeaca923b6,89.86252,36.00072,,8.18569,,,,0.93466,1.95427,0.57308,532917b3-8d97-4276-a222-0effe542bfc3,2022-02-22,22:05:44.60,2022-02-22T17:05:44.6046600-05:00,2022-02-22T22:05:44.6046600Z,LineDrive,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,2e9fc0d3-f1c0-4346-ac0d-a369444b519b,55.30521,-134.68446,14.84851,6.99316,-9.57603,-5.87965,-1.24098,5.10344,-1.93181,217.635834,0.93468,119.37104,-22.29858,4.79116,-0.8641,0.09922,0.00112,-0.00235,0.00025,1.95441,41.8178,-13.20037,0.314,-0.17755,0.12917,-0.04651,0.00868,-0.00066,0.57321,36.63871,1.41832,-0.59215,0.11867,-0.00212,-0.00527,0.00118,-9E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
