PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2022-05-07,14:02:18.12,1,1,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,0,0,Other,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.58559,-1.54837,-3.840346,2231.477673,245.143688,2:15,6.19669,2.47279,5.68313,-24.77627,8.43748,15.74469,2.6851,0.19972,84.01563,-6.153241,-1.031313,0.414792,,,,,,,,,,,,-9.12678,5.08985,-2.15892,50,6.0506,8.28146,-134.05697,-4.5259,-16.48056,31.06794,-22.98313,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,d7697440-ce2f-11ec-bb00-6f3000fd1210,90.87071,,,8.56996,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:02:18.12,2022-05-07T14:02:18.1240000-04:00,2022-05-07T18:02:18.1240000Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,3036197b-ff0b-4e03-986a-af1af07a7412,54.8159,-135.16846,15.53397,6.19781,-3.70366,-11.49157,-2.46574,8.87107,-8.24028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.72847,2.192789,0.89257,1.30022,-0.6464,2.459,-0.16454,-0.16761,6.18668,0.75064,127.27602,-1.92535,-1.82948,-0.06429,109.23625,-8.80672,6.21447,9.79239,-12.38287,0.70066,-6.02735,3.19456,High,High,High,,,High,High,High
2,2022-05-07,14:03:01.09,1,2,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.63487,-3.051502,-4.572154,2304.56093,231.736614,1:45,6.08982,2.30952,5.776,-20.51434,11.26186,12.88674,1.52904,-0.88013,85.97961,-6.883593,-2.27315,0.405716,,,,,,,,,,,,-7.94485,6.97567,-1.93909,50,5.8245,10.35413,-136.78569,-8.03025,-14.9472,32.1423,-19.05023,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,f1182940-ce2f-11ec-bb00-6f3000fd1210,92.90344,,,8.65527,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:03:01.09,2022-05-07T14:03:01.0952022-04:00,2022-05-07T18:03:01.0952022Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,2dc4a15b-736d-494d-8630-ae2af393568f,54.72348,-137.89116,16.07115,6.08942,-7.37506,-9.52512,-2.30404,10.86821,-7.4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2022-05-07,14:03:13.56,1,3,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,95.38687,-3.188192,-3.87242,2336.493987,245.931636,2:15,6.14877,2.19995,5.76238,-22.05544,9.44906,18.54025,1.33351,0.13518,86.01283,-7.306837,-0.557965,0.403978,,,,,,,,,,,,-10.65012,6.18473,-1.88998,50,5.87068,8.46198,-137.86032,-8.48838,-20.1771,35.09987,-20.45683,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,f88010d0-ce2f-11ec-bb00-6f3000fd1210,93.30321,,,9.37404,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:03:13.56,2022-05-07T14:03:13.5645526-04:00,2022-05-07T18:03:13.5645526Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,912b8960-ac33-482f-8c4d-dcf04d34a4d1,54.73579,-139.06085,17.54993,6.14904,-7.78868,-10.22842,-2.19121,9.1521,-10.08855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2022-05-07,14:03:29.32,1,4,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,95.00555,-2.441542,-2.965023,2309.580943,245.938808,2:15,6.14509,2.24445,5.70717,-22.23733,9.18587,18.19946,2.01271,0.99602,86.47393,-6.57649,0.288965,0.403456,,,,,,,,,,,,-10.08898,5.70674,-2.00714,50,5.92645,6.2814,-137.65654,-6.6885,-19.25117,32.14538,-21.28482,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,01e48bb0-ce30-11ec-bb00-6f3000fd1210,93.42383,,,8.53162,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:03:29.32,2022-05-07T14:03:29.3245270-04:00,2022-05-07T18:03:29.3245270Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,0818cd2d-6103-4b56-af46-9326c8f1e1b1,54.79236,-138.77114,16.07269,6.14557,-5.95048,-10.64241,-2.23651,6.94891,-9.62559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2022-05-07,14:03:47.35,1,5,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,2,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,95.19458,-2.176844,-3.112561,2324.923075,254.165386,2:30,6.20898,2.12628,5.75789,-24.74529,6.62536,19.49505,2.11661,0.85072,86.30531,-6.77046,0.376671,0.403119,,,,,,,,,,,,-10.93083,4.36079,-1.88021,50,6.01319,6.60907,-137.91418,-6.16586,-20.82468,33.77442,-23.86614,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,0c9eab80-ce30-11ec-bb00-6f3000fd1210,93.50204,,,8.88927,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:03:47.35,2022-05-07T14:03:47.3595734-04:00,2022-05-07T18:03:47.3595734Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,83708c46-dbdd-4046-bbbb-d0d438595ad6,54.74258,-139.07077,16.88721,6.21034,-5.34858,-11.93307,-2.11875,7.3222,-10.41234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2022-05-07,14:04:10.39,1,6,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Bradfield Jr., Enrique A.",690961,Left,VAN_COM,Undefined,1,Top,0,2,2,Cutter,Cutter,InPlay,Undefined,Popup,Out,1,0,,90.73566,-1.666116,-2.782689,2631.634855,179.645785,12:00,5.9477,2.29266,5.4004,-23.41064,11.06382,-0.06197,2.43325,-0.32216,83.46825,-5.979844,-2.793693,0.422591,94.41296,56.426584,10.173949,4749.093171,109.69697,145.70115,8.15906,264.97524,,-3.525313,6.223671,-0.70264,6.32205,-2.04437,50,5.78266,6.3999,-131.61402,-4.68574,-1.23862,26.62176,-21.02918,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,1a5a99a0-ce30-11ec-bb00-6f3000fd1210,89.19367,159.91451,,7.26741,,,,1.76208,2.392,0.26943,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:04:10.39,2022-05-07T14:04:10.3982422-04:00,2022-05-07T18:04:10.3982422Z,FlyBall,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,86bc63a9-ae38-4ace-adc9-f28e334fee94,55.10024,-132.64164,13.31088,5.94787,-3.874,-10.51459,-2.29233,6.44771,-0.61931,,1.7186,76.08675,-23.36055,10.54337,-3.97925,1.08162,-0.18094,0.01656,-0.00064,2.38783,115.51199,-27.68392,4.01394,-1.32398,0.43485,-0.08821,0.00922,-0.0004,0.2694,13.52932,-6.8509,1.41048,-0.21191,0.01663,0.00101,-0.0003,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
7,2022-05-07,14:04:49.50,2,1,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Hewett, Calvin",1000092662,Right,VAN_COM,Undefined,1,Top,1,0,0,Cutter,Cutter,InPlay,Undefined,Popup,Single,0,0,,90.61845,-1.434121,-3.305158,2671.303191,164.659086,11:30,6.15684,2.10925,5.33309,-24.06348,10.22465,-2.55673,2.80346,-1.20833,84.31639,-5.831828,-3.758004,0.421447,70.06992,49.102373,11.456988,,106.91182,86.11131,25.88156,223.22158,,14.644485,4.722826,0.53658,5.74906,-1.80847,50,6.0097,7.70972,-131.55289,-4.19682,0.95631,23.46128,-21.92795,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,31af8020-ce30-11ec-bb00-6f3000fd1210,89.43571,86.88114,,6.30206,,,,2.40059,2.91363,1.14261,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:04:49.50,2022-05-07T14:04:49.5002454-04:00,2022-05-07T18:04:49.5002454Z,FlyBall,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,944dee3d-115c-459a-a8b7-cee6d5f97bf6,55.16921,-132.47157,11.73064,6.15723,-3.33818,-10.96397,-2.10963,7.67228,0.47815,187.446604,2.40366,65.87026,-12.00035,2.99784,-0.22145,-0.12579,0.04606,-0.00627,0.00031,2.91204,77.70934,-20.36193,1.43796,-0.13997,-0.05007,0.02709,-0.00488,0.0003,1.14277,13.3606,-1.12903,0.34465,-0.05248,-0.00241,0.00279,-0.00047,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
8,2022-05-07,14:05:41.22,3,1,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Jones, Spencer",8899930,Left,VAN_COM,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.86815,-2.307524,-2.662606,2300.813632,229.587805,1:45,6.14502,2.40613,5.62551,-17.89178,13.52331,14.70056,2.49728,1.14478,86.72268,-5.658536,-0.039169,0.403404,,,,,,,,,,,,-8.16575,7.79252,-2.18864,50,5.93671,5.70982,-137.55372,-6.17005,-15.65522,30.32745,-17.23434,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,508665e0-ce30-11ec-bb00-6f3000fd1210,93.43585,,,8.14547,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:05:41.22,2022-05-07T14:05:41.2266326-04:00,2022-05-07T18:05:41.2266326Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,5ac9a520-fbfe-458b-9f77-1ee7a6a8affd,54.87414,-138.62419,15.16372,6.14376,-5.56173,-8.61717,-2.39993,6.2624,-7.82761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2022-05-07,14:06:00.64,3,2,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Jones, Spencer",8899930,Left,VAN_COM,Undefined,1,Top,1,1,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.19945,-4.313967,-4.345102,2627.298052,171.438903,11:45,6.02732,2.34253,5.81074,-22.81572,11.60965,-1.59933,0.0952,-1.83909,83.77408,-8.494833,-4.630465,0.42229,,,,,,,,,,,,-0.25095,7.32237,-1.98464,50,5.65827,9.97885,-130.47696,-10.6424,-0.43708,24.77435,-19.41964,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,5c0c1310-ce30-11ec-bb00-6f3000fd1210,89.25727,,,6.42537,,,,,,,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:06:00.64,2022-05-07T14:06:00.6401878-04:00,2022-05-07T18:06:00.6401878Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,336a078b-3b40-40e2-9e5c-0390d8360b03,54.69178,-131.36479,12.38718,6.02719,-9.94646,-9.70982,-2.34253,9.99451,-0.21854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2022-05-07,14:06:23.85,3,3,"Cannon, Jonathan",1000073629,Right,GEO_BUL,"Jones, Spencer",8899930,Left,VAN_COM,Undefined,1,Top,1,2,0,Cutter,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.77011,-2.31934,-3.795085,2590.471358,194.010468,12:30,6.12401,2.29697,5.51135,-21.31285,12.88233,2.97012,2.17307,-1.00966,83.96376,-6.251349,-3.267537,0.420876,107.98556,26.350399,60.435345,3887.42382,,,,,,,,-2.45606,7.39615,-1.96767,50,5.90693,8.60113,-131.59503,-6.09409,-4.35422,25.04883,-19.06191,GEO_BUL,VAN_COM,UGeorgia,D1,SEC,20220507-UGeorgia-1,69fb6d40-ce30-11ec-bb00-6f3000fd1210,89.55717,51.04295,,6.80635,,,,2.87439,2.50627,0.61872,998b9cbd-045e-4e22-b9ca-eeaf2889a266,2022-05-07,18:06:23.85,2022-05-07T14:06:23.8501718-04:00,2022-05-07T18:06:23.8501718Z,,v3,,,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,c3b0e7a9-a60b-4451-8587-abc63f9d354d,54.99067,-132.54159,12.52442,6.12361,-5.37377,-9.53096,-2.2958,8.76567,-2.17711,,2.8744,70.02475,-28.37113,6.67601,-1.60543,0.43004,-0.49751,0.53633,-0.19545,2.50627,70.29772,-25.18936,3.76309,-0.92607,0.25848,-0.16658,0.14094,-0.04825,0.61872,123.44446,-12.83138,1.27919,-0.26616,0.1463,0.04169,-0.17635,0.08084,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
