PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
21,4/18/21,1:19:49 PM,1,4,"Lee, Zack",1000073048,Right,KEN_WIL,"McAllister, Joshua",1000073631,Right,GEO_BUL,Windup,1,Bottom,0,0,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.73318704,-1.900256158,-5.900351976,2267.914521,231.2973568,1:45,5.308045465,2.264743122,5.736323661,-13.77023632,17.70745138,22.13736122,2.381200194,-1.403553402,86.27166898,-4.482490816,-1.768691464,0.40380615,,,,,,,,,,,,-13.48546073,10.0153534,-1.786116866,50,5.140769129,13.3854551,-137.0976116,-5.059924924,-25.7098361,29.82930611,-13.07992196,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,47a26847-a06a-11eb-aea8-181deafaf045
22,4/18/21,1:20:05 PM,1,5,"Lee, Zack",1000073048,Right,KEN_WIL,"McAllister, Joshua",1000073631,Right,GEO_BUL,Windup,1,Bottom,0,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.05372832,-2.864937169,-5.060182067,2313.983162,221.7321573,1:30,5.171796184,2.094990832,6.165556191,-15.41680295,15.95497124,14.25774223,1.228531876,-1.402470825,85.93685898,-5.768681811,-2.376457129,0.403126231,,,,,,,,,,,,-9.156682848,9.47838992,-1.718639971,50,4.946161705,11.60548719,-136.2975789,-7.348544995,-17.24532575,29.62227117,-14.32283273,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,5109e1b0-a06a-11eb-aea8-181deafaf045
23,4/18/21,1:20:23 PM,1,6,"Lee, Zack",1000073048,Right,KEN_WIL,"McAllister, Joshua",1000073631,Right,GEO_BUL,Windup,1,Bottom,0,2,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,94.47862378,-0.616655832,-5.684471057,2251.927066,233.0864063,1:45,5.188226466,2.441006046,5.73266358,-14.80438298,16.77792989,22.37459594,3.377485906,-1.004818797,86.03173149,-3.390396159,-1.507633238,0.404476677,,,,,,,,,,,,-13.54165404,9.161153992,-1.980314235,50,5.127597581,12.83142881,-136.8529863,-2.003517747,-25.73804598,29.57852464,-14.76183274,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,5b79f065-a06a-11eb-aea8-181deafaf045
24,4/18/21,1:20:55 PM,2,1,"Lee, Zack",1000073048,Right,KEN_WIL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,1,Bottom,1,0,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Double,0,0,,93.97197803,-1.455856467,-3.652297131,2216.943171,219.9326041,1:15,5.150243635,2.269447543,6.033741873,-18.16683281,13.1514803,11.03371565,2.285376321,-0.197208025,86.18962193,-4.866337622,-1.579216462,0.402782598,98.68050886,18.23170735,22.97390489,4042.9642,97.65292105,31.14722904,50.63442849,309.3585271,245.9697859,36.04367483,3.259143677,-6.943392912,7.508135938,-1.990459979,50,5.026628148,8.347650613,-136.5633934,-4.085928183,-13.17245197,28.78304641,-17.93021111,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,6d5f4baf-a06a-11eb-aea8-181deafaf045
25,4/18/21,1:22:03 PM,3,1,"Lee, Zack",1000073048,Right,KEN_WIL,"Collins, Corey",1000013088,Left,GEO_BUL,Stretch,1,Bottom,1,0,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.3625501,-0.988626323,-3.72866643,1934.463093,265.2440811,2:45,4.969890119,2.523346712,5.880650664,-35.23673313,1.326402478,16.35599883,1.113478273,0.41923581,80.23791255,-7.574113343,-0.65725719,0.435204357,,,,,,,,,,,,-9.842614808,0.987376944,-2.231848322,50,4.869650426,7.748784399,-126.908967,-3.31882472,-16.06879124,25.72042588,-30.56208321,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,97b5b178-a06a-11eb-aea8-181deafaf045
26,4/18/21,1:22:25 PM,3,2,"Lee, Zack",1000073048,Right,KEN_WIL,"Collins, Corey",1000013088,Left,GEO_BUL,Stretch,1,Bottom,1,0,1,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,87.33475709,-1.041573284,-3.942866141,1965.493566,216.6818241,1:15,4.999770775,2.43603848,5.786893404,-31.45344219,5.237077665,3.9267101,1.407398431,-0.910095946,80.29409537,-6.901919906,-3.208896439,0.435961814,,,,,,,,,,,,-3.17731614,3.094830761,-2.113635055,50,4.895008177,8.614247471,-126.8294726,-3.332253998,-5.188549984,25.32039272,-27.12019701,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,a30f5a1a-a06a-11eb-aea8-181deafaf045
27,4/18/21,1:22:54 PM,3,3,"Lee, Zack",1000073048,Right,KEN_WIL,"Collins, Corey",1000013088,Left,GEO_BUL,Stretch,1,Bottom,1,0,2,ChangeUp,Undefined,InPlay,Undefined,FlyBall,Sacrifice,1,0,,88.31453217,-0.020009687,-3.471429082,2135.711122,258.3196553,2:30,4.862126697,2.744252862,5.766455579,-33.52377073,2.231452368,10.95653745,2.049825237,0.423060511,81.29081132,-6.271365054,-1.423418478,0.430369281,89.40747607,39.92245146,-6.684644083,4348.047421,108.0010109,82.2264761,-20.87400648,329.7013566,155.9044478,-16.87554203,5.284378052,-6.782774218,1.201673367,-2.463834942,50,4.840119223,7.424876512,-128.3673178,-1.153004066,-11.38340176,25.12688716,-30.15730286,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,b4f4b327-a06a-11eb-aea8-181deafaf045
28,4/18/21,1:23:50 PM,4,1,"Lee, Zack",1000073048,Right,KEN_WIL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.82897723,0.055140883,-4.852912724,2217.415826,244.5164854,2:15,5.034221967,2.43403673,6.280458638,-23.36421498,8.901691329,18.74026175,3.138202619,-0.487259006,83.88810612,-4.384663389,-1.2952553,0.408830655,73.3169361,24.38176342,147.64844,5164.583133,,,,,,,,-11.75961874,4.863041715,-2.084995881,50,5.026950588,10.85039999,-134.6673982,-0.597016347,-21.39008121,31.83855898,-23.32845079,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,d79c99b4-a06a-11eb-aea8-181deafaf045
29,4/18/21,1:24:17 PM,4,2,"Lee, Zack",1000073048,Right,KEN_WIL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,0,1,Slider,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.66168042,1.844509594,-1.658704712,1925.031407,71.74870938,8:30,5.199581793,2.141650687,6.023443032,-46.33715683,-3.001603114,-8.978404377,3.047562214,-0.143018345,73.7669473,-6.818383335,-3.342722298,0.473798513,,,,,,,,,,,,4.433674257,-2.093197955,-2.007124039,50,5.318311608,3.614310479,-115.9576735,2.4125116,6.086270461,20.01716692,-35.04745967,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,e1b2146a-a06a-11eb-aea8-181deafaf045
30,4/18/21,1:24:45 PM,4,3,"Lee, Zack",1000073048,Right,KEN_WIL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,0,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.81515914,0.565861893,-4.269747616,2181.42789,241.1870986,2:00,5.250992584,2.345023615,6.052494691,-18.60726842,12.72607876,23.1898691,4.225589658,0.318356777,86.05289391,-2.929039417,0.083129831,0.402879263,,,,,,,,,,,,-13.64641496,6.745677139,-2.025655714,50,5.284929804,9.402370058,-136.3062997,0.728781528,-25.88038807,27.70333051,-19.3808906,GEO_BUL,KEN_WIL,UGeorgia,D1,SEC,20210418-UGeorgia-1,f3976fbd-a06a-11eb-aea8-181deafaf045
