PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
31,3/23/21,5:22:00 PM,2,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Marshall, Shane",1000013485,Right,GEO_BUL,Stretch,1,Bottom,0,0,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.27468676,-0.274638617,1.47643628,1742.914127,159.0621701,11:15,5.926526066,-2.50652652,5.752813602,-30.84221635,11.39794825,-4.37627414,3.100628882,-1.496687841,74.63584393,-6.036150506,0.655994238,0.467772105,,,,,,,,,,,,2.747212226,6.187653424,2.386866996,50,5.88499898,-2.9153629,-118.2808448,-1.506263656,3.90146652,22.04080285,-23.38662309,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,ce63d287-8c1d-11eb-ae8c-181deafaf045
32,3/23/21,5:22:33 PM,2,3,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Marshall, Shane",1000013485,Right,GEO_BUL,Stretch,1,Bottom,0,0,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,72.27879155,0.204210123,1.011459434,2459.322053,309.6984584,4:15,5.957820664,-2.243148909,5.364629814,-57.57621704,-3.43443223,4.075700896,1.351289608,-0.955118908,67.18366762,-10.39223195,1.76963369,0.529587594,,,,,,,,,,,,-1.884708815,-1.870719835,2.149641823,50,5.93566389,-1.974298652,-105.1543943,-1.289054753,-2.118026744,17.21768916,-34.27635455,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,e1c8f197-8c1d-11eb-ae8c-181deafaf045
33,3/23/21,5:23:14 PM,2,4,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Marshall, Shane",1000013485,Right,GEO_BUL,Stretch,1,Bottom,0,0,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,88.49799244,-3.45177499,3.851308915,2045.675076,145.3373965,10:45,6.205119139,-2.565980279,5.608313207,-12.37890299,23.76050715,-16.45311707,1.940823252,-0.337250759,80.80753157,-5.760867963,0.777338192,0.432675245,103.7039688,-16.51507305,-7.767090632,,,,,8.079416837,7.523886185,-3.770700483,0.04491394,9.84165667,13.63393398,2.24732384,50,5.901524869,-8.078895731,-128.2718168,-8.173128866,16.41541452,26.25689834,-9.43329613,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,f45eb153-8c1d-11eb-ae8c-181deafaf045
34,3/23/21,5:23:52 PM,3,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Harber, Parks",1000069415,Right,GEO_BUL,Stretch,1,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.01610254,0.841367081,0.870488343,2585.162834,282.7088841,3:30,6.037370437,-2.232772401,5.077488378,-55.93363928,-3.555922614,15.54910562,2.169419281,-0.116465099,68.44841674,-9.428324414,3.749719757,0.520888536,,,,,,,,,,,,-7.904559909,-2.096441911,2.138383054,50,6.073759955,-2.113999969,-107.5975691,-0.14330761,-9.268113775,18.64096821,-34.63213128,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,0f36b9e6-8c1e-11eb-ae8c-181deafaf045
35,3/23/21,5:24:09 PM,3,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Harber, Parks",1000069415,Right,GEO_BUL,Stretch,1,Bottom,1,0,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,81.89665412,-1.287792795,3.492031218,1855.414038,130.0993397,10:15,5.881408935,-2.462863363,5.647980235,-32.12843606,9.162654525,-10.9273613,2.000606216,-0.112768011,76.45582078,-7.21469911,1.467238812,0.462487176,90.13409921,-10.44431398,-40.24630256,,,,,13.29117215,12.93324345,-32.13458032,0.090199585,6.594097699,5.163268747,2.17387318,50,5.751530309,-6.922311085,-119.1023971,-3.698756481,9.656052516,18.70514532,-24.61322728,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,18296633-8c1e-11eb-ae8c-181deafaf045
36,3/23/21,5:26:08 PM,4,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,73.24478142,0.357244096,1.56983673,2572.7468,290.6669713,3:45,6.05145729,-2.306526598,5.188565757,-58.75960362,-5.494133398,14.4324211,1.490984724,0.373162852,67.99586517,-10.41807873,4.244790296,0.525284276,,,,,,,,,,,,-7.155767997,-2.988474761,2.150248854,50,6.040815442,-3.351034412,-106.478621,-1.098394848,-8.218394522,18.21701607,-35.60630972,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,5fbeccf7-8c1e-11eb-ae8c-181deafaf045
37,3/23/21,5:26:29 PM,4,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,1,0,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,81.69320275,-1.035913095,3.286338055,1848.22119,123.1805949,10:00,6.024008101,-2.673436048,5.722103177,-28.31593178,13.49455539,-20.69721178,2.697899655,-1.334253629,75.26464947,-6.30752123,-0.580879585,0.465386876,,,,,,,,,,,,11.92446773,7.489239059,2.41195367,50,5.919992268,-6.180231656,-118.748704,-3.024110392,17.14667298,21.24216312,-21.40496973,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,6eb2ea7c-8c1e-11eb-ae8c-181deafaf045
38,3/23/21,5:26:57 PM,4,3,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,1,Bottom,2,1,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,82.12623325,-1.030961649,2.833888191,1922.781997,115.0804397,9:45,5.837539776,-2.453752963,5.661786626,-33.99677532,6.947164931,-14.92605308,2.041967313,-1.053231076,76.78562177,-7.303100815,0.065584186,0.460538917,97.85141363,-3.083416766,-22.52504804,,,,,27.88035608,27.59780622,-19.2183481,0.186882935,8.569082157,3.925012035,2.223862023,50,5.728654521,-5.443907309,-119.5335303,-3.231348212,12.65120212,18.62990991,-26.37924817,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,7a96d2f7-8c1e-11eb-ae8c-181deafaf045
39,3/23/21,5:29:07 PM,1,1,"Wagner, Luke A.",691022,Left,GEO_BUL,"Hassan, Nick",1000079009,Right,KEN_OWL,Windup,2,Top,0,0,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.59845376,-0.905540792,2.307918545,1681.881442,152.7885018,11:00,5.50631218,-1.578057108,6.066664032,-29.06362401,12.50051138,-6.447655853,2.245702745,0.021295267,74.75357697,-6.369106516,1.091037824,0.464013797,,,,,,,,,,,,4.147298581,7.040049855,1.402887101,50,5.420635258,-4.598812576,-118.714014,-2.714837838,5.913742418,22.89501609,-22.13545581,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,cb1ee7e9-8c1e-11eb-ae8c-181deafaf045
40,3/23/21,5:29:19 PM,1,2,"Wagner, Luke A.",691022,Left,GEO_BUL,"Hassan, Nick",1000079009,Right,KEN_OWL,Windup,2,Top,0,0,1,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,89.53436197,-1.532548278,4.189348755,2218.887096,129.7592747,10:15,5.619109472,-1.412163586,5.508427106,-18.31692821,17.26894242,-20.7970275,2.655528727,0.77893947,81.19465883,-4.958448759,0.297967567,0.429348862,81.6072484,26.15599242,-32.08643355,2418.094253,90.90060682,44.3251665,-61.94391083,297.8945396,163.2564903,-41.37404343,3.97928894,12.31411352,9.652106019,1.060406468,50,5.473107292,-8.789714482,-129.8244587,-4.116583821,20.89830086,28.60404918,-15.79344469,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,d41194c1-8c1e-11eb-ae8c-181deafaf045
41,3/23/21,5:29:48 PM,2,1,"Wagner, Luke A.",691022,Left,GEO_BUL,"Patel, Gavin",1000082012,Right,KEN_OWL,Windup,2,Top,1,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.51696971,-2.955507903,2.555352449,2270.605174,146.7778795,11:00,5.937271687,-1.378325079,5.584768815,-14.43247819,20.06179357,-13.16037574,1.969796641,-0.087497437,82.6722823,-5.644749015,0.093194003,0.42271242,,,,,,,,,,,,7.732283155,11.52641419,1.167535266,50,5.673978075,-5.407538756,-131.4113642,-7.292810862,13.51941303,27.88006818,-12.02083493,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,e53d041d-8c1e-11eb-ae8c-181deafaf045
42,3/23/21,5:30:00 PM,2,2,"Wagner, Luke A.",691022,Left,GEO_BUL,"Patel, Gavin",1000082012,Right,KEN_OWL,Windup,2,Top,1,0,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,82.24953114,-0.841774457,2.709214906,1782.348626,119.5125866,10:00,5.514667878,-1.519378674,6.044982995,-29.46226311,11.14799115,-19.7613651,2.279344549,-0.656445106,76.01396988,-6.352514954,-1.002435087,0.458658422,76.68063801,-40.82701977,-31.94593949,,,,,3.669631992,3.567950042,-11.37366837,0.030883179,11.37753229,6.245292602,1.319394123,50,5.433104969,-5.083605055,-119.7005622,-2.626358077,16.656886,21.14676766,-23.03084208,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,ec5a1f79-8c1e-11eb-ae8c-181deafaf045
43,3/23/21,5:30:29 PM,3,1,"Wagner, Luke A.",691022,Left,GEO_BUL,"Sherrill, Jesse",1000081988,Left,KEN_OWL,Windup,2,Top,2,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.1715387,-1.684211194,1.060921007,2194.105927,140.3105976,10:45,5.58951015,-1.317752672,5.43797966,-19.48128079,16.26335057,-13.52490445,2.388475976,-1.451410453,81.25573119,-5.31246468,-1.468839476,0.430305532,,,,,,,,,,,,7.4910597,9.126117557,1.233236122,50,5.427426763,-1.926955101,-129.6143405,-4.493555751,12.69383792,28.07736081,-16.70955331,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,fde9aa91-8c1e-11eb-ae8c-181deafaf045
44,3/23/21,5:30:42 PM,3,2,"Wagner, Luke A.",691022,Left,GEO_BUL,"Sherrill, Jesse",1000081988,Left,KEN_OWL,Windup,2,Top,2,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.33166554,-2.431308955,3.676220149,2288.196843,158.2832399,11:15,5.860608101,-1.255043365,5.391974634,-9.158656122,26.64922017,-10.62745298,2.81301415,1.308941579,81.17294175,-4.139649782,1.695498094,0.430686045,,,,,,,,,,,,6.685205007,14.82405582,0.934290582,50,5.636988463,-7.94839402,-129.5440443,-5.83480698,11.33040326,27.72650624,-7.049534023,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,052a85e7-8c1f-11eb-ae8c-181deafaf045
45,3/23/21,5:30:54 PM,3,3,"Wagner, Luke A.",691022,Left,GEO_BUL,"Sherrill, Jesse",1000081988,Left,KEN_OWL,Windup,2,Top,2,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,74.50337578,-1.292624479,2.10444764,2273.441501,229.6004588,1:45,5.60356077,-1.570550908,5.094682319,-49.48809382,2.44527336,2.930607898,0.260539032,0.657490096,68.6973824,-10.37061477,2.648485968,0.518674335,,,,,,,,,,,,-0.927873038,1.658123925,1.369729188,50,5.443639049,-4.066038412,-108.19558,-3.967479857,-1.095379215,19.59957551,-30.21658842,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,0c9d6fbd-8c1f-11eb-ae8c-181deafaf045
46,3/23/21,5:31:16 PM,3,4,"Wagner, Luke A.",691022,Left,GEO_BUL,"Sherrill, Jesse",1000081988,Left,KEN_OWL,Windup,2,Top,2,2,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,89.53511123,-1.962809561,3.205012104,2235.281281,143.5525339,10:45,5.709449519,-1.278808256,5.488928819,-19.28942028,16.05552917,-11.88224384,2.262435908,0.732028758,81.84740863,-5.551892979,0.988506299,0.427893019,92.04611504,-29.13103445,-58.18490786,,,,,4.497871071,4.093280701,-62.16057322,0.032349243,7.200104707,9.076025892,1.006245646,50,5.524555079,-6.86422703,-129.997598,-5.136100454,12.33087341,27.04852959,-16.63047927,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,19f531fa-8c1f-11eb-ae8c-181deafaf045
47,3/23/21,5:31:35 PM,3,5,"Wagner, Luke A.",691022,Left,GEO_BUL,"Sherrill, Jesse",1000081988,Left,KEN_OWL,Windup,2,Top,2,2,2,Curveball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,74.3597686,-0.073205306,1.661010339,2282.829112,282.4335269,3:30,5.547192694,-1.328717762,4.986289485,-54.77650898,-2.592327607,11.53523408,0.913337785,1.201232934,68.76536668,-10.0994063,3.794328143,0.519925306,,,,,,,,,,,,-5.556887625,-1.333670954,1.159693023,50,5.496583209,-3.494320073,-108.0440683,-1.853468429,-6.557654045,19.11739708,-33.74790668,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,2499b3a4-8c1f-11eb-ae8c-181deafaf045
48,3/23/21,5:33:45 PM,1,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,2,Bottom,0,0,0,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.1306432,-1.770402665,2.828467493,1790.95076,140.7169586,10:45,5.942722488,-2.520492508,5.862189457,-27.24879248,14.11323383,-11.57638551,2.025000111,-0.855799201,75.33679797,-6.864248692,0.653601791,0.462884269,,,,,,,,,,,,7.016431908,8.091365477,2.298161466,50,5.783365173,-5.54921279,-119.3713174,-4.514413339,10.13190844,22.81191013,-20.48990835,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,729e3938-8c1f-11eb-ae8c-181deafaf045
49,3/23/21,5:34:05 PM,1,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,2,Bottom,0,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.43583547,-3.383061305,3.982320085,1942.898059,122.7824068,10:00,6.064291838,-2.590174492,5.547010816,-22.78348935,13.06890097,-20.34498821,0.993322785,-0.55865485,82.04667672,-7.582953917,0.209339338,0.430953663,,,,,,,,,,,,11.74427645,7.741363382,2.258960377,50,5.755739273,-8.2284554,-128.284869,-8.38831793,19.85453203,22.93809335,-19.08672488,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,7e147c61-8c1f-11eb-ae8c-181deafaf045
50,3/23/21,5:34:20 PM,1,3,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,2,Bottom,0,1,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,73.09863164,-0.01281387,2.266142601,2588.520787,316.5479385,4:30,6.023025105,-2.258947009,4.912011502,-61.25377505,-6.784922648,6.379352843,0.90641955,0.416298346,67.42988558,-11.21870821,3.447519501,0.53118479,,,,,,,,,,,,-2.651405424,-3.536826619,2.032694985,50,5.972104199,-4.396537503,-106.1118694,-1.919623567,-3.001196338,19.38238017,-36.1774767,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,87072a22-8c1f-11eb-ae8c-181deafaf045
51,3/23/21,5:34:55 PM,1,4,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,2,Bottom,0,1,2,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,83.29645889,-1.4398142,4.158246201,2006.37332,108.0590112,9:30,5.783576926,-2.563917518,5.842000981,-33.52726641,6.676255359,-20.59155184,1.64792849,-0.409180128,76.72639258,-7.68829943,0.301814845,0.456355793,,,,,,,,,,,,12.17503337,3.972109955,2.237489027,50,5.646474898,-8.160658742,-120.9430519,-4.077312964,18.1181786,22.54638388,-26.26298488,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,98ec8723-8c1f-11eb-ae8c-181deafaf045
52,3/23/21,5:35:19 PM,1,5,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Tate, Cole",8899710,Right,GEO_BUL,Windup,2,Bottom,0,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,74.16736727,-0.037552403,1.796451635,2500.010227,269.9577822,3:00,5.99572808,-2.285177774,5.241679838,-52.18328415,-0.031945024,23.19219278,1.611816022,1.336169359,68.47076955,-9.628983445,6.10201196,0.519761672,,,,,,,,,,,,-11.70973489,-0.005767733,2.103420352,50,5.954313694,-4.074860204,-107.7650149,-1.634190424,-13.68793389,19.77310856,-32.18079067,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,aaa95c06-8c1f-11eb-ae8c-181deafaf045
53,3/23/21,5:35:52 PM,2,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Rogers, Chaney",8898891,Left,GEO_BUL,Windup,2,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.40259269,-0.278096257,1.474201386,2515.92636,235.6517425,1:45,5.926709612,-2.465200749,5.192810778,-41.77897391,8.10086992,11.92259815,2.183477807,-0.084792399,70.00401691,-7.944740653,3.676649098,0.508316329,,,,,,,,,,,,-5.884575511,4.322888889,2.319724522,50,5.86966686,-3.193512357,-109.6923903,-1.831036198,-7.231003492,17.85259131,-26.86205543,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,bcb73e1e-8c1f-11eb-ae8c-181deafaf045
54,3/23/21,5:36:10 PM,2,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Rogers, Chaney",8898891,Left,GEO_BUL,Windup,2,Bottom,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.37786337,-1.681490218,3.964191474,2172.794886,178.5379363,12:00,5.938027779,-2.34584105,5.907723768,-21.21214522,14.19535014,-0.363162801,2.605621205,1.308813313,81.76322826,-5.627140929,3.896501888,0.428271448,,,,,,,,,,,,1.171986394,8.054568123,2.027899677,50,5.790692481,-8.88670698,-128.4072146,-4.465439857,1.978751986,23.79194742,-18.57492083,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,c5a9ebd3-8c1f-11eb-ae8c-181deafaf045
55,3/23/21,5:36:25 PM,2,3,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Rogers, Chaney",8898891,Left,GEO_BUL,Windup,2,Bottom,1,1,1,Curveball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,77.53803907,0.167638922,2.802052338,2736.310103,188.1312913,12:15,5.933802185,-2.633052788,5.121052492,-38.34353347,9.091882132,1.305405185,2.896579042,0.116801967,71.61296259,-6.882772927,3.042928378,0.495704514,93.79894848,28.59594554,6.966018392,1802.972253,109.5400492,54.46975678,10.04463343,347.5541263,347.5541263,3.055941233,4.751025391,0.037367499,4.718753512,2.36884733,50,5.920173513,-5.557060485,-112.6790913,-0.906159686,0.048391553,19.07911668,-26.0631817,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,d55a5a16-8c1f-11eb-ae8c-181deafaf045
56,3/23/21,5:37:08 PM,3,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"King, Riley",10000432,Right,GEO_BUL,Windup,2,Bottom,2,0,0,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,82.95625017,-0.968243296,2.564538591,1807.675882,140.4302444,10:45,5.945092342,-2.580564639,5.952783318,-27.96876502,12.45184351,-10.32140062,2.715542842,-1.061044663,75.91832938,-6.217704027,0.620210981,0.457586225,100.5851029,-3.100634717,0.629955413,,,,,33.272652,30.08783476,2.597799921,0.228215942,6.301534904,7.004727873,2.382743917,50,5.852496354,-5.0949781,-120.6401968,-2.876754442,9.277130452,23.69946543,-21.86167622,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,e974a2d5-8c1f-11eb-ae8c-181deafaf045
57,3/23/21,5:37:48 PM,4,1,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,2,Bottom,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,86.82134873,-1.021025873,3.658675602,2116.347932,134.4936156,10:30,5.932895137,-2.407405922,5.908081023,-23.93047539,12.93225057,-13.19816469,2.989078867,-0.107156267,79.68619626,-5.501221424,1.183767466,0.436983705,70.95189794,45.05521619,-112.1833747,,,,,,,,,8.086344945,7.242883899,2.12143873,50,5.837184042,-7.649779618,-126.1664638,-3.010448211,13.09222822,24.59658941,-20.44742922,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,038df990-8c20-11eb-ae8c-181deafaf045
58,3/23/21,5:38:23 PM,4,2,"Kennedy, Ryan",1000025174,Left,KEN_OWL,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,2,Bottom,2,0,1,Curveball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,76.40218119,0.188167883,2.43870925,2400.343182,262.7844489,2:45,5.793332074,-2.654156662,5.313413918,-47.99565779,0.510728578,4.394256419,1.970438882,0.001996428,70.85580013,-8.645100587,3.252780851,0.501269152,79.05760989,46.90662628,26.17943064,4503.002506,95.5010298,102.224741,54.58512925,243.4097443,78.10488986,32.74227983,5.480131226,-1.684161802,0.220485445,2.430167541,50,5.775963547,-4.86652602,-111.0844737,-1.115092638,-2.117835852,18.71019861,-31.8967878,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,163205de-8c20-11eb-ae8c-181deafaf045
59,3/23/21,5:40:59 PM,1,1,"Bearden, Hank",1000051127,Right,GEO_BUL,"Tolve, Tyler",1000055973,Left,KEN_OWL,Windup,3,Top,0,0,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.93800122,0.329819477,-1.807884046,2641.119782,68.3423218,8:15,5.228751976,2.441068706,5.339704533,-57.11916917,-8.771726656,-21.97538174,0.77834311,-1.086537035,71.03180663,-10.19251691,-5.898855661,0.500447209,,,,,,,,,,,,11.10099282,-4.746261958,-2.262794641,50,5.218346215,4.200545934,-111.7936455,-1.102541003,13.94345112,21.56353751,-38.13561188,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,6facce0d-8c20-11eb-ae8c-181deafaf045
60,3/23/21,5:41:12 PM,1,2,"Bearden, Hank",1000051127,Right,GEO_BUL,"Tolve, Tyler",1000055973,Left,KEN_OWL,Windup,3,Top,0,0,1,ChangeUp,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.79122977,0.891829032,-3.043388917,1513.436481,269.5830406,3:00,4.766332462,2.772655797,6.189484243,-41.05751853,0.073205874,15.37325215,2.169393557,1.241611719,75.12534441,-6.838302118,-0.139111416,0.4615882,,,,,,,,,,,,-9.210568401,-0.204254815,-2.551381388,50,4.812580522,5.890925884,-118.9652053,0.695098582,-13.22081883,22.48125142,-32.46723523,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,784c0e1f-8c20-11eb-ae8c-181deafaf045
61,3/23/21,5:41:27 PM,1,3,"Bearden, Hank",1000051127,Right,GEO_BUL,"Tolve, Tyler",1000055973,Left,KEN_OWL,Windup,3,Top,0,0,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.91540622,-1.208880606,-2.014333954,1848.073972,236.5731609,2:00,5.483804522,2.21189083,6.030460062,-26.92850231,6.971875868,10.61092522,2.119571481,1.230243495,83.2861376,-6.238453493,-0.023912584,0.419057666,,,,,,,,,,,,-6.229875236,4.065309331,-2.060563713,50,5.374667837,4.262241219,-130.9260697,-3.633954821,-10.93802816,24.66359637,-25.03643083,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,85d84040-8c20-11eb-ae8c-181deafaf045
62,3/23/21,5:41:51 PM,2,1,"Bearden, Hank",1000051127,Right,GEO_BUL,"Carballo, Alex",1000032617,Left,KEN_OWL,Windup,3,Top,1,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.6517786,0.006840059,-2.73185062,1462.476826,263.9166268,2:45,4.86767417,2.750455117,6.067302957,-38.80459797,1.631136613,15.66169107,1.640293856,1.525946515,76.01249363,-7.275205283,0.221047082,0.457671835,,,,,,,,,,,,-9.243503259,0.883097587,-2.547409526,50,4.847381583,5.279818817,-120.2424244,-1.119569473,-13.55627186,22.93828327,-30.87892152,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,93778415-8c20-11eb-ae8c-181deafaf045
63,3/23/21,5:42:11 PM,2,2,"Bearden, Hank",1000051127,Right,GEO_BUL,"Carballo, Alex",1000032617,Left,KEN_OWL,Windup,3,Top,1,1,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.92572661,1.610152897,-1.64229019,2595.420234,52.51317494,7:45,5.316420211,2.447332751,5.464754401,-58.18595524,-8.693680148,-11.27454754,1.975385392,-0.029486582,69.5775941,-9.205951272,-3.75276146,0.506337657,,,,,,,,,,,,5.503431999,-5.117020678,-2.295436209,50,5.418933523,3.495566811,-110.3032151,1.383129183,6.720593707,21.23346068,-38.42277062,GEO_BUL,KEN_OWL,UGeorgia,D1,SEC,20210323-UGeorgia-1,9c6a318c-8c20-11eb-ae8c-181deafaf045
